"Gads","Mēnesis","Iebraucot LR vai Izbraucot LR","Nosūtītāja valsts","Galamērķa valsts","Transporta veids","Muitas punkta kods","Muitas punkta nosaukums","Kopsumma euro","Deklarāciju skaits"
"2018","augusts","Izbraucot no LR","Latvija","Kipra","Gaisa transports","'0240'","LIDOSTAS MKP","76537.97","1"
"2018","augusts","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","73541.11","3"
"2018","augusts","Izbraucot no LR","Latvija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","35000.00","1"
"2018","augusts","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","14169201.11","4"
"2018","augusts","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","164637.88","1"
"2018","septembris","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","20500.00","2"
"2018","septembris","Iebraucot LR","Grieķija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","6800.97","1"
"2018","septembris","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","208803.74","1"
"2018","septembris","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","13181.14","1"
"2018","septembris","Iebraucot LR","Kazahstāna","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","20000.00","1"
"2018","septembris","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","46000.00","1"
"2018","septembris","Iebraucot LR","Kazahstāna","Vācija","Autoceļu transports","'0722'","TEREHOVAS MKP","20000.00","1"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Bulgārija","Autoceļu transports","'0721'","GREBŅEVAS MKP","54600.00","1"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Čehijas Republika","Autoceļu transports","'0722'","TEREHOVAS MKP","16271.35","1"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Francija","Gaisa transports","'0240'","LIDOSTAS MKP","25320.00","1"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","11220.00","1"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","434501.18","3"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1199914.78","23"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","91718.82","4"
"2018","septembris","Iebraucot LR","Krievijas Federācija","Zviedrija","Autoceļu transports","'0722'","TEREHOVAS MKP","206975.81","1"
"2018","septembris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1944201.92","2"
"2018","septembris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","219489.82","7"
"2018","septembris","Iebraucot LR","Ukraina","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","10363.60","1"
"2018","septembris","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","50369.99","3"
"2018","septembris","Iebraucot LR","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","34522.05","2"
"2018","septembris","Iebraucot LR","Uzbekistāna","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","10720.00","1"
"2018","septembris","Izbraucot no LR","Krievijas Federācija","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","133683.92","1"
"2018","septembris","Izbraucot no LR","Latvija","Ēģipte","Gaisa transports","'0240'","LIDOSTAS MKP","25000.00","1"
"2018","septembris","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","210916.09","1"
"2018","septembris","Izbraucot no LR","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","38739.69","1"
"2018","septembris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","168372.37","5"
"2018","septembris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","11206000.90","2"
"2018","septembris","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","175263.73","1"
"2018","oktobris","Iebraucot LR","Amerikas Savienotās Valstis","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","86554.65","1"
"2018","oktobris","Iebraucot LR","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","58780.00","3"
"2018","oktobris","Iebraucot LR","Azerbaidžāna","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","40000.00","1"
"2018","oktobris","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","19995.05","1"
"2018","oktobris","Iebraucot LR","Baltkrievija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","30989.10","1"
"2018","oktobris","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","51651.28","2"
"2018","oktobris","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10400.00","1"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Grieķija","Autoceļu transports","'0721'","GREBŅEVAS MKP","51500.00","1"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","12500.00","1"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","159926.49","2"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","77523.44","1"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1605446.86","32"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Nīderlande","Gaisa transports","'0240'","LIDOSTAS MKP","29278.17","1"
"2018","oktobris","Iebraucot LR","Krievijas Federācija","Vācija","Autoceļu transports","'0722'","TEREHOVAS MKP","16925.00","1"
"2018","oktobris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10158407.60","2"
"2018","oktobris","Iebraucot LR","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","43044.10","2"
"2018","oktobris","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","16523.82","1"
"2018","oktobris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","64685.82","3"
"2018","oktobris","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","118210.45","5"
"2018","oktobris","Izbraucot no LR","Baltkrievija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","30989.10","1"
"2018","oktobris","Izbraucot no LR","Latvija","Azerbaidžāna","Gaisa transports","'0240'","LIDOSTAS MKP","40000.00","1"
"2018","oktobris","Izbraucot no LR","Latvija","Baltkrievija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","86534.65","1"
"2018","oktobris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","253558.15","5"
"2018","oktobris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","13516340.59","4"
"2018","oktobris","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","174759.05","1"
"2018","novembris","Iebraucot LR","Amerikas Savienotās Valstis","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","12917.77","1"
"2018","novembris","Iebraucot LR","Ēģipte","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10840.56","1"
"2018","novembris","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20340.00","1"
"2018","novembris","Iebraucot LR","Kazahstāna","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","32700.00","1"
"2018","novembris","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","66811.24","2"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Čehijas Republika","Autoceļu transports","'0722'","TEREHOVAS MKP","45200.00","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Igaunija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","50942.38","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0721'","GREBŅEVAS MKP","16520.00","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","15500.00","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1332727.88","32"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","52384.59","3"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","50025.34","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Nīderlande","Gaisa transports","'0240'","LIDOSTAS MKP","33773.43","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Vācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","24600.00","1"
"2018","novembris","Iebraucot LR","Krievijas Federācija","Zviedrija","Gaisa transports","'0240'","LIDOSTAS MKP","78760.14","1"
"2018","novembris","Iebraucot LR","Panama","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","19145.26","1"
"2018","novembris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1291323.00","1"
"2018","novembris","Iebraucot LR","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","59789.73","2"
"2018","novembris","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","50000.00","1"
"2018","novembris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","212205.27","7"
"2018","novembris","Iebraucot LR","Ukraina","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","32260.44","1"
"2018","novembris","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","11921.45","1"
"2018","novembris","Izbraucot no LR","Apvienotie Arābu Emirāti","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","18000.00","1"
"2018","novembris","Izbraucot no LR","Dānija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","30082.00","1"
"2018","novembris","Izbraucot no LR","Igaunija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","55478.04","1"
"2018","novembris","Izbraucot no LR","Krievijas Federācija","Zviedrija","Gaisa transports","'0240'","LIDOSTAS MKP","52283.47","1"
"2018","novembris","Izbraucot no LR","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","58600.24","1"
"2018","novembris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","204939.20","2"
"2018","novembris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","20336899.26","3"
"2018","novembris","Izbraucot no LR","Latvija","Turcija","Gaisa transports","'0240'","LIDOSTAS MKP","39479.64","2"
"2018","novembris","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","193232.29","2"
"2018","decembris","Iebraucot LR","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","12000.00","1"
"2018","decembris","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","50602.62","1"
"2018","decembris","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","8000.00","1"
"2018","decembris","Iebraucot LR","Gruzija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","72720.00","2"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","13705.89","1"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","40000.00","1"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","10955.00","1"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0721'","GREBŅEVAS MKP","133353.58","2"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","26723.78","2"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","48000.00","1"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","20820.00","1"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1730024.98","29"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","33378.66","2"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","73620.04","2"
"2018","decembris","Iebraucot LR","Krievijas Federācija","Vācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","31884.23","2"
"2018","decembris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1986181.11","2"
"2018","decembris","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","51100.00","2"
"2018","decembris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","154383.37","7"
"2018","decembris","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","48484.57","2"
"2018","decembris","Iebraucot LR","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","57046.59","3"
"2018","decembris","Izbraucot no LR","Baltkrievija","Igaunija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","12913.23","1"
"2018","decembris","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","18117.64","1"
"2018","decembris","Izbraucot no LR","Latvija","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","33810.37","1"
"2018","decembris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","371588.24","8"
"2018","decembris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","13203133.94","3"
"2018","decembris","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","31500.00","1"
"2019","janvāris","Iebraucot LR","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","17000.00","1"
"2019","janvāris","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","89519.70","1"
"2019","janvāris","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","135301.00","1"
"2019","janvāris","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","73356.76","2"
"2019","janvāris","Iebraucot LR","Kazahstāna","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","67263.81","3"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Dānija","Gaisa transports","'0240'","LIDOSTAS MKP","12674.45","2"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","22300.00","1"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0721'","GREBŅEVAS MKP","27871.80","1"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","60265.02","2"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","927623.54","23"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Turcija","Gaisa transports","'0240'","LIDOSTAS MKP","100000.00","1"
"2019","janvāris","Iebraucot LR","Krievijas Federācija","Vācija","Autoceļu transports","'0722'","TEREHOVAS MKP","42770.72","1"
"2019","janvāris","Iebraucot LR","Spānija (izņemot XC XL)","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","240000.00","1"
"2019","janvāris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","2352058.92","2"
"2019","janvāris","Iebraucot LR","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","64848.26","3"
"2019","janvāris","Iebraucot LR","Ukraina","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","6000.00","1"
"2019","janvāris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","102922.63","6"
"2019","janvāris","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","139086.89","2"
"2019","janvāris","Iebraucot LR","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","12091.04","1"
"2019","janvāris","Iebraucot LR","Uzbekistāna","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","14807.17","1"
"2019","janvāris","Izbraucot no LR","Latvija","Amerikas Savienotās Valstis","Gaisa transports","'0240'","LIDOSTAS MKP","47058.04","1"
"2019","janvāris","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","88583.85","1"
"2019","janvāris","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","133436.71","1"
"2019","janvāris","Izbraucot no LR","Latvija","Izraēla","Gaisa transports","'0240'","LIDOSTAS MKP","20253.18","1"
"2019","janvāris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","9489379.15","3"
"2019","janvāris","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","27548.22","1"
"2019","janvāris","Izbraucot no LR","Lietuva","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","108164.56","1"
"2019","janvāris","Izbraucot no LR","Vācija","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","19500.00","1"
"2019","februāris","Iebraucot ES","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","41307.97","2"
"2019","februāris","Iebraucot ES","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","8130.00","1"
"2019","februāris","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","142380.28","2"
"2019","februāris","Iebraucot ES","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","11717.68","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Apvienotā Karaliste","Autotransports","'0722'","TEREHOVAS MKP","27516.81","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","84500.00","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0721'","GREBŅEVAS MKP","18610.20","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0722'","TEREHOVAS MKP","17642.54","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","130000.00","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","31604886.40","28"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","18000.00","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","26040.32","1"
"2019","februāris","Iebraucot ES","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","99495.38","2"
"2019","februāris","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","19266.31","1"
"2019","februāris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","69521.04","4"
"2019","februāris","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","118526.79","5"
"2019","februāris","Iebraucot ES","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","23020.15","1"
"2019","februāris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","31000.00","2"
"2019","februāris","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","5240210.16","2"
"2019","februāris","Izbraucot no ES","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","63373.88","1"
"2019","marts","Iebraucot ES","Amerikas Savienotās Valstis","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","14988.54","1"
"2019","marts","Iebraucot ES","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","40118.17","1"
"2019","marts","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","654741.35","3"
"2019","marts","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1790513.95","2"
"2019","marts","Iebraucot ES","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","78782.67","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0721'","GREBŅEVAS MKP","70000.00","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0722'","TEREHOVAS MKP","92621.23","2"
"2019","marts","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0731'","PĀTERNIEKU MKP","540183.01","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1013870.95","24"
"2019","marts","Iebraucot ES","Krievijas Federācija","Latvija","Transporta veids nav zināms (proti, pārvieto pats)","'0722'","TEREHOVAS MKP","15000.00","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","43409.67","2"
"2019","marts","Iebraucot ES","Krievijas Federācija","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","94200.00","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","28499.52","1"
"2019","marts","Iebraucot ES","Krievijas Federācija","Zviedrija","Gaisa transports","'0240'","LIDOSTAS MKP","26341.21","1"
"2019","marts","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1322518.50","1"
"2019","marts","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","64081.30","2"
"2019","marts","Iebraucot ES","Tadžikistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","109464.85","3"
"2019","marts","Iebraucot ES","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10800.00","1"
"2019","marts","Iebraucot ES","Ukraina","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","30083.53","1"
"2019","marts","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","495480.06","9"
"2019","marts","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","144793.14","9"
"2019","marts","Iebraucot ES","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","33294.36","2"
"2019","marts","Izbraucot no ES","Latvija","Apvienotā Karaliste","Gaisa transports","'0240'","LIDOSTAS MKP","68572.13","1"
"2019","marts","Izbraucot no ES","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","92374.42","1"
"2019","marts","Izbraucot no ES","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","193969.38","1"
"2019","marts","Izbraucot no ES","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","41483.00","1"
"2019","marts","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","294259.89","7"
"2019","marts","Izbraucot no ES","Latvija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","20000.00","1"
"2019","marts","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","5224534.40","2"
"2019","marts","Izbraucot no ES","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","129382.76","2"
"2019","aprīlis","Iebraucot ES","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","18200.00","1"
"2019","aprīlis","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","12000.00","1"
"2019","aprīlis","Iebraucot ES","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","15205.47","1"
"2019","aprīlis","Iebraucot ES","Kazahstāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","27975.00","1"
"2019","aprīlis","Iebraucot ES","Kazahstāna","Vācija","Autotransports","'0722'","TEREHOVAS MKP","26800.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Itālija","Autotransports","'0722'","TEREHOVAS MKP","12000.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0721'","GREBŅEVAS MKP","7739.59","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0722'","TEREHOVAS MKP","10300.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","21000.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","23400.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1235290.15","21"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0721'","GREBŅEVAS MKP","110035.00","2"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","8800.00","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","337707.09","2"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0722'","TEREHOVAS MKP","41075.44","1"
"2019","aprīlis","Iebraucot ES","Krievijas Federācija","Zviedrija","Gaisa transports","'0240'","LIDOSTAS MKP","59767.11","1"
"2019","aprīlis","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","2642241.00","2"
"2019","aprīlis","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","77637.29","3"
"2019","aprīlis","Iebraucot ES","Tadžikistāna","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","24541.29","1"
"2019","aprīlis","Iebraucot ES","Tadžikistāna","Lietuva","Transporta veids nav zināms (proti, pārvieto pats)","'0722'","TEREHOVAS MKP","92058.07","1"
